country,date,accumulated_comfirmed,increase_of_confirmed,increased_of_confirmed
Brunei,2020-03-21,83,5.0,5
Brunei,2020-03-01,0,-83.0,-83
Brunei,2020-03-13,37,37.0,37
Brunei,2020-03-22,88,51.0,51
Brunei,2020-03-08,0,-88.0,-88
Brunei,2020-03-07,0,0.0,0
Brunei,2020-03-27,115,115.0,115
Brunei,2020-03-14,40,-75.0,-75
Bulgaria,2020-03-17,67,0.0,0
Bulgaria,2020-03-10,4,-63.0,-63
Bulgaria,2020-03-13,23,19.0,19
Bulgaria,2020-03-25,242,219.0,219
Bulgaria,2020-03-14,41,-201.0,-201
Bulgaria,2020-03-01,0,-41.0,-41
Bulgaria,2020-03-04,0,0.0,0
Bulgaria,2020-03-05,0,0.0,0
Bulgaria,2020-03-08,4,4.0,4
Bulgaria,2020-03-12,7,3.0,3
Bulgaria,2020-03-15,51,44.0,44
Bulgaria,2020-03-19,94,43.0,43
Bulgaria,2020-03-23,201,107.0,107
Bulgaria,2020-03-27,293,92.0,92
Bulgaria,2020-03-03,0,-293.0,-293
Bulgaria,2020-03-02,0,0.0,0
Bulgaria,2020-03-22,187,187.0,187
Bulgaria,2020-03-26,264,77.0,77
Bulgaria,2020-03-20,127,-137.0,-137
Bulgaria,2020-03-09,4,-123.0,-123
Bulgaria,2020-03-16,52,48.0,48
Bulgaria,2020-03-07,0,-52.0,-52
Bulgaria,2020-03-24,218,218.0,218
Bulgaria,2020-03-06,0,-218.0,-218
Bulgaria,2020-03-21,163,163.0,163
Bulgaria,2020-03-11,7,-156.0,-156
Bulgaria,2020-03-18,92,85.0,85
Burkina Faso,2020-03-02,0,0.0,0
Burkina Faso,2020-03-27,180,180.0,180
Burkina Faso,2020-03-13,2,-178.0,-178
Burkina Faso,2020-03-03,0,-2.0,-2
Burkina Faso,2020-03-09,0,0.0,0
Burkina Faso,2020-03-21,64,64.0,64
Burkina Faso,2020-03-19,33,-31.0,-31
Burkina Faso,2020-03-23,99,66.0,66
Burkina Faso,2020-03-15,3,-96.0,-96
Burkina Faso,2020-03-25,146,143.0,143
Burkina Faso,2020-03-07,0,-146.0,-146
Burkina Faso,2020-03-06,0,0.0,0
Burkina Faso,2020-03-22,75,75.0,75
Burkina Faso,2020-03-20,40,-35.0,-35
Burkina Faso,2020-03-16,15,-25.0,-25
Burkina Faso,2020-03-14,2,-13.0,-13
Burkina Faso,2020-03-12,2,0.0,0
Burkina Faso,2020-03-04,0,-2.0,-2
Burkina Faso,2020-03-18,20,20.0,20
Burkina Faso,2020-03-17,15,-5.0,-5
Burkina Faso,2020-03-26,152,137.0,137
Burkina Faso,2020-03-01,0,-152.0,-152
Burkina Faso,2020-03-08,0,0.0,0
Burkina Faso,2020-03-05,0,0.0,0
Burkina Faso,2020-03-11,2,2.0,2
Burkina Faso,2020-03-10,1,-1.0,-1
Burkina Faso,2020-03-24,114,113.0,113
Burma,2020-03-16,0,0.0,0
Burma,2020-03-23,0,0.0,0
Burma,2020-03-13,0,0.0,0
Burma,2020-03-09,0,0.0,0
Burma,2020-03-06,0,0.0,0
Burma,2020-03-26,0,0.0,0
Burma,2020-03-18,0,0.0,0
Burma,2020-03-05,0,0.0,0
Burma,2020-03-10,0,0.0,0
Burma,2020-03-27,8,8.0,8
Burma,2020-03-20,0,-8.0,-8
Burma,2020-03-24,0,0.0,0
Burma,2020-03-21,0,0.0,0
Burma,2020-03-11,0,0.0,0
Burma,2020-03-17,0,0.0,0
Burma,2020-03-01,0,0.0,0
Burma,2020-03-04,0,0.0,0
Burma,2020-03-14,0,0.0,0
Burma,2020-03-08,0,0.0,0
Burma,2020-03-02,0,0.0,0
Burma,2020-03-12,0,0.0,0
Burma,2020-03-07,0,0.0,0
Burma,2020-03-25,0,0.0,0
Burma,2020-03-15,0,0.0,0
Burma,2020-03-19,0,0.0,0
Burma,2020-03-22,0,0.0,0
Burma,2020-03-03,0,0.0,0
Cabo Verde,2020-03-03,0,0.0,0
Cabo Verde,2020-03-18,0,0.0,0
Cabo Verde,2020-03-19,0,0.0,0
Cabo Verde,2020-03-23,3,3.0,3
Cabo Verde,2020-03-12,0,-3.0,-3
Cabo Verde,2020-03-02,0,0.0,0
Cabo Verde,2020-03-16,0,0.0,0
Cabo Verde,2020-03-06,0,0.0,0
Cabo Verde,2020-03-09,0,0.0,0
Cabo Verde,2020-03-13,0,0.0,0
Cabo Verde,2020-03-22,3,3.0,3
Cabo Verde,2020-03-27,5,2.0,2
Cabo Verde,2020-03-20,1,-4.0,-4
Cabo Verde,2020-03-15,0,-1.0,-1
Cabo Verde,2020-03-07,0,0.0,0
Cabo Verde,2020-03-08,0,0.0,0
Cabo Verde,2020-03-14,0,0.0,0
Cabo Verde,2020-03-01,0,0.0,0
Cabo Verde,2020-03-11,0,0.0,0
Cabo Verde,2020-03-21,3,3.0,3
Cabo Verde,2020-03-26,4,1.0,1
Cabo Verde,2020-03-10,0,-4.0,-4
Cabo Verde,2020-03-24,3,3.0,3
Cabo Verde,2020-03-25,4,1.0,1
Cabo Verde,2020-03-17,0,-4.0,-4
Cabo Verde,2020-03-04,0,0.0,0
Cabo Verde,2020-03-05,0,0.0,0
Cambodia,2020-03-15,7,0.0,0
Cambodia,2020-03-08,2,-5.0,-5
Cambodia,2020-03-11,3,1.0,1
Cambodia,2020-03-23,87,84.0,84
Cambodia,2020-03-22,84,-3.0,-3
Cambodia,2020-03-19,37,-47.0,-47
Cambodia,2020-03-07,1,-36.0,-36
Cambodia,2020-03-24,91,90.0,90
Cambodia,2020-03-13,5,-86.0,-86
Cambodia,2020-03-25,96,91.0,91
Cambodia,2020-03-17,33,-63.0,-63
Cambodia,2020-03-12,3,-30.0,-30
Cambodia,2020-03-02,1,-2.0,-2
Cambodia,2020-03-14,7,6.0,6
Cambodia,2020-03-10,2,-5.0,-5
Cambodia,2020-03-03,1,-1.0,-1
Cambodia,2020-03-26,96,95.0,95
Cambodia,2020-03-21,53,-43.0,-43
Cambodia,2020-03-01,1,-52.0,-52
Cambodia,2020-03-06,1,0.0,0
Cambodia,2020-03-04,1,0.0,0
Cambodia,2020-03-16,7,6.0,6
Cambodia,2020-03-09,2,-5.0,-5
Cambodia,2020-03-05,1,-1.0,-1
Cambodia,2020-03-18,35,34.0,34
Cambodia,2020-03-27,99,64.0,64
Cambodia,2020-03-20,51,-48.0,-48
Cameroon,2020-03-11,2,0.0,0
Cameroon,2020-03-14,2,0.0,0
Cameroon,2020-03-19,13,11.0,11
Cameroon,2020-03-18,10,-3.0,-3
Cameroon,2020-03-25,75,65.0,65
Cameroon,2020-03-15,2,-73.0,-73
Cameroon,2020-03-01,0,-2.0,-2
Cameroon,2020-03-13,2,2.0,2
Cameroon,2020-03-02,0,-2.0,-2
Cameroon,2020-03-04,0,0.0,0
Cameroon,2020-03-16,4,4.0,4
Cameroon,2020-03-09,2,-2.0,-2
Cameroon,2020-03-24,66,64.0,64
Cameroon,2020-03-17,10,-56.0,-56
Cameroon,2020-03-21,27,17.0,17
Cameroon,2020-03-06,1,-26.0,-26
Cameroon,2020-03-20,20,19.0,19
Cameroon,2020-03-05,0,-20.0,-20
Cameroon,2020-03-27,91,91.0,91
Cameroon,2020-03-03,0,-91.0,-91
Cameroon,2020-03-26,75,75.0,75
Cameroon,2020-03-08,2,-73.0,-73
Cameroon,2020-03-07,1,-1.0,-1
Cameroon,2020-03-23,56,55.0,55
Cameroon,2020-03-22,40,-16.0,-16
Cameroon,2020-03-12,2,-38.0,-38
Cameroon,2020-03-10,2,0.0,0
Canada,2020-03-07,54,0.0,0
Canada,2020-03-01,24,-30.0,-30
Canada,2020-03-06,49,25.0,25
Canada,2020-03-17,478,429.0,429
Canada,2020-03-23,2088,1610.0,1610
Canada,2020-03-03,30,-2058.0,-2058
Canada,2020-03-15,252,222.0,222
Canada,2020-03-09,77,-175.0,-175
Canada,2020-03-05,37,-40.0,-40
Canada,2020-03-13,193,156.0,156
Canada,2020-03-04,33,-160.0,-160
Canada,2020-03-25,3251,3218.0,3218
Canada,2020-03-08,64,-3187.0,-3187
Canada,2020-03-18,657,593.0,593
Canada,2020-03-10,79,-578.0,-578
Canada,2020-03-12,117,38.0,38
Canada,2020-03-27,4682,4565.0,4565
Canada,2020-03-22,1469,-3213.0,-3213
Canada,2020-03-02,27,-1442.0,-1442
Canada,2020-03-11,108,81.0,81
Canada,2020-03-20,943,835.0,835
Canada,2020-03-14,198,-745.0,-745
Canada,2020-03-26,4042,3844.0,3844
Canada,2020-03-21,1277,-2765.0,-2765
Canada,2020-03-24,2790,1513.0,1513
Canada,2020-03-16,415,-2375.0,-2375
Canada,2020-03-19,800,385.0,385
Central African Republic,2020-03-19,1,0.0,0
Central African Republic,2020-03-20,3,2.0,2
Central African Republic,2020-03-27,3,0.0,0
Central African Republic,2020-03-21,3,0.0,0
Central African Republic,2020-03-10,0,-3.0,-3
Central African Republic,2020-03-17,1,1.0,1
Central African Republic,2020-03-05,0,-1.0,-1
Central African Republic,2020-03-06,0,0.0,0
Central African Republic,2020-03-08,0,0.0,0
Central African Republic,2020-03-07,0,0.0,0
Central African Republic,2020-03-23,3,3.0,3
Central African Republic,2020-03-13,0,-3.0,-3
Central African Republic,2020-03-03,0,0.0,0
Central African Republic,2020-03-04,0,0.0,0
Central African Republic,2020-03-14,0,0.0,0
Central African Republic,2020-03-24,3,3.0,3
Central African Republic,2020-03-26,3,0.0,0
Central African Republic,2020-03-25,3,0.0,0
Central African Republic,2020-03-02,0,-3.0,-3
Central African Republic,2020-03-12,0,0.0,0
Central African Republic,2020-03-11,0,0.0,0
Central African Republic,2020-03-09,0,0.0,0
Central African Republic,2020-03-16,1,1.0,1
Central African Republic,2020-03-18,1,0.0,0
Central African Republic,2020-03-15,1,0.0,0
Central African Republic,2020-03-01,0,-1.0,-1
Central African Republic,2020-03-22,3,3.0,3
Chad,2020-03-01,0,0.0,0
Chad,2020-03-16,0,0.0,0
Chad,2020-03-17,0,0.0,0
Chad,2020-03-09,0,0.0,0
Chad,2020-03-14,0,0.0,0
Chad,2020-03-15,0,0.0,0
Chad,2020-03-13,0,0.0,0
Chad,2020-03-24,3,3.0,3
Chad,2020-03-02,0,-3.0,-3
Chad,2020-03-11,0,0.0,0
Chad,2020-03-22,1,1.0,1
Chad,2020-03-25,3,2.0,2
Chad,2020-03-27,3,0.0,0
Chad,2020-03-20,1,-2.0,-2
Chad,2020-03-06,0,-1.0,-1
Chad,2020-03-07,0,0.0,0
Chad,2020-03-08,0,0.0,0
Chad,2020-03-12,0,0.0,0
Chad,2020-03-23,1,1.0,1
Chad,2020-03-10,0,-1.0,-1
Chad,2020-03-04,0,0.0,0
Chad,2020-03-05,0,0.0,0
Chad,2020-03-26,3,3.0,3
Chad,2020-03-03,0,-3.0,-3
Chad,2020-03-18,0,0.0,0
Chad,2020-03-21,1,1.0,1
Chad,2020-03-19,1,0.0,0
Chile,2020-03-12,23,0.0,0
Chile,2020-03-10,13,-10.0,-10
Chile,2020-03-14,61,48.0,48
Chile,2020-03-24,922,861.0,861
Chile,2020-03-20,434,-488.0,-488
Chile,2020-03-22,632,198.0,198
Chile,2020-03-27,1610,978.0,978
Chile,2020-03-15,74,-1536.0,-1536
Chile,2020-03-06,4,-70.0,-70
Chile,2020-03-05,4,0.0,0
Chile,2020-03-19,238,234.0,234
Chile,2020-03-18,238,0.0,0
Chile,2020-03-23,746,508.0,508
Chile,2020-03-11,23,-723.0,-723
Chile,2020-03-08,8,-15.0,-15
Chile,2020-03-04,1,-7.0,-7
Chile,2020-03-01,0,-1.0,-1
Chile,2020-03-03,1,1.0,1
Chile,2020-03-25,1142,1141.0,1141
Chile,2020-03-07,4,-1138.0,-1138
Chile,2020-03-02,0,-4.0,-4
Chile,2020-03-13,43,43.0,43
Chile,2020-03-09,8,-35.0,-35
Chile,2020-03-21,537,529.0,529
Chile,2020-03-17,201,-336.0,-336
Chile,2020-03-16,155,-46.0,-46
Chile,2020-03-26,1306,1151.0,1151
China,2020-03-03,80261,0.0,0
China,2020-03-24,81591,1330.0,1330
China,2020-03-11,80921,-670.0,-670
China,2020-03-15,81003,82.0,82
China,2020-03-10,80887,-116.0,-116
China,2020-03-13,80945,58.0,58
China,2020-03-27,81897,952.0,952
China,2020-03-23,81498,-399.0,-399
China,2020-03-09,80860,-638.0,-638
China,2020-03-22,81435,575.0,575
China,2020-03-08,80823,-612.0,-612
China,2020-03-18,81102,279.0,279
China,2020-03-20,81250,148.0,148
China,2020-03-19,81156,-94.0,-94
China,2020-03-01,79932,-1224.0,-1224
China,2020-03-12,80932,1000.0,1000
China,2020-03-16,81033,101.0,101
China,2020-03-26,81782,749.0,749
China,2020-03-02,80136,-1646.0,-1646
China,2020-03-17,81058,922.0,922
China,2020-03-21,81305,247.0,247
China,2020-03-07,80770,-535.0,-535
China,2020-03-05,80537,-233.0,-233
China,2020-03-04,80386,-151.0,-151
China,2020-03-14,80977,591.0,591
China,2020-03-06,80690,-287.0,-287
China,2020-03-25,81661,971.0,971
Colombia,2020-03-15,34,0.0,0
Colombia,2020-03-18,93,59.0,59
Colombia,2020-03-12,9,-84.0,-84
Colombia,2020-03-03,0,-9.0,-9
Colombia,2020-03-02,0,0.0,0
Colombia,2020-03-10,3,3.0,3
Colombia,2020-03-26,491,488.0,488
Colombia,2020-03-20,128,-363.0,-363
Colombia,2020-03-13,13,-115.0,-115
Colombia,2020-03-25,470,457.0,457
Colombia,2020-03-14,22,-448.0,-448
Colombia,2020-03-22,231,209.0,209
Colombia,2020-03-09,1,-230.0,-230
Colombia,2020-03-08,1,0.0,0
Colombia,2020-03-24,378,377.0,377
Colombia,2020-03-01,0,-378.0,-378
Colombia,2020-03-11,9,9.0,9
Colombia,2020-03-05,0,-9.0,-9
Colombia,2020-03-23,277,277.0,277
Colombia,2020-03-21,196,-81.0,-81
Colombia,2020-03-06,1,-195.0,-195
Colombia,2020-03-17,65,64.0,64
Colombia,2020-03-19,102,37.0,37
Colombia,2020-03-16,54,-48.0,-48
Colombia,2020-03-27,539,485.0,485
Colombia,2020-03-07,1,-538.0,-538
Colombia,2020-03-04,0,-1.0,-1
Congo (Brazzaville),2020-03-02,0,0.0,0
Congo (Brazzaville),2020-03-21,3,3.0,3
Congo (Brazzaville),2020-03-04,0,-3.0,-3
Congo (Brazzaville),2020-03-06,0,0.0,0
Congo (Brazzaville),2020-03-15,1,1.0,1
Congo (Brazzaville),2020-03-12,0,-1.0,-1
Congo (Brazzaville),2020-03-16,1,1.0,1
Congo (Brazzaville),2020-03-17,1,0.0,0
Congo (Brazzaville),2020-03-20,3,2.0,2
Congo (Brazzaville),2020-03-01,0,-3.0,-3
Congo (Brazzaville),2020-03-05,0,0.0,0
Congo (Brazzaville),2020-03-26,4,4.0,4
Congo (Brazzaville),2020-03-19,3,-1.0,-1
Congo (Brazzaville),2020-03-24,4,1.0,1
Congo (Brazzaville),2020-03-11,0,-4.0,-4
Congo (Brazzaville),2020-03-13,0,0.0,0
Congo (Brazzaville),2020-03-27,4,4.0,4
Congo (Brazzaville),2020-03-25,4,0.0,0
Congo (Brazzaville),2020-03-09,0,-4.0,-4
Congo (Brazzaville),2020-03-18,1,1.0,1
Congo (Brazzaville),2020-03-23,4,3.0,3
Congo (Brazzaville),2020-03-08,0,-4.0,-4
Congo (Brazzaville),2020-03-03,0,0.0,0
Congo (Brazzaville),2020-03-10,0,0.0,0
Congo (Brazzaville),2020-03-22,3,3.0,3
Congo (Brazzaville),2020-03-07,0,-3.0,-3
Congo (Brazzaville),2020-03-14,0,0.0,0
Congo (Kinshasa),2020-03-15,2,0.0,0
Congo (Kinshasa),2020-03-17,3,1.0,1
Congo (Kinshasa),2020-03-22,30,27.0,27
Congo (Kinshasa),2020-03-21,23,-7.0,-7
Congo (Kinshasa),2020-03-05,0,-23.0,-23
Congo (Kinshasa),2020-03-12,1,1.0,1
Congo (Kinshasa),2020-03-26,51,50.0,50
Congo (Kinshasa),2020-03-16,2,-49.0,-49
Congo (Kinshasa),2020-03-24,45,43.0,43
Congo (Kinshasa),2020-03-04,0,-45.0,-45
Congo (Kinshasa),2020-03-10,0,0.0,0
Congo (Kinshasa),2020-03-06,0,0.0,0
Congo (Kinshasa),2020-03-01,0,0.0,0
Congo (Kinshasa),2020-03-19,14,14.0,14
Congo (Kinshasa),2020-03-25,48,34.0,34
Congo (Kinshasa),2020-03-11,1,-47.0,-47
Congo (Kinshasa),2020-03-27,51,50.0,50
Congo (Kinshasa),2020-03-23,36,-15.0,-15
Congo (Kinshasa),2020-03-14,2,-34.0,-34
Congo (Kinshasa),2020-03-20,18,16.0,16
Congo (Kinshasa),2020-03-03,0,-18.0,-18
Congo (Kinshasa),2020-03-07,0,0.0,0
Congo (Kinshasa),2020-03-13,2,2.0,2
Congo (Kinshasa),2020-03-08,0,-2.0,-2
Congo (Kinshasa),2020-03-02,0,0.0,0
Congo (Kinshasa),2020-03-09,0,0.0,0
Congo (Kinshasa),2020-03-18,4,4.0,4
Costa Rica,2020-03-20,89,0.0,0
Costa Rica,2020-03-27,263,174.0,174
Costa Rica,2020-03-11,13,-250.0,-250
Costa Rica,2020-03-10,9,-4.0,-4
Costa Rica,2020-03-07,1,-8.0,-8
Costa Rica,2020-03-21,117,116.0,116
Costa Rica,2020-03-26,231,114.0,114
Costa Rica,2020-03-16,35,-196.0,-196
Costa Rica,2020-03-04,0,-35.0,-35
Costa Rica,2020-03-24,177,177.0,177
Costa Rica,2020-03-06,1,-176.0,-176
Costa Rica,2020-03-19,69,68.0,68
Costa Rica,2020-03-01,0,-69.0,-69
Costa Rica,2020-03-09,9,9.0,9
Costa Rica,2020-03-23,158,149.0,149
Costa Rica,2020-03-18,50,-108.0,-108
Costa Rica,2020-03-05,0,-50.0,-50
Costa Rica,2020-03-14,26,26.0,26
Costa Rica,2020-03-03,0,-26.0,-26
Costa Rica,2020-03-13,23,23.0,23
Costa Rica,2020-03-08,5,-18.0,-18
Costa Rica,2020-03-12,22,17.0,17
Costa Rica,2020-03-02,0,-22.0,-22
Costa Rica,2020-03-17,41,41.0,41
Costa Rica,2020-03-15,27,-14.0,-14
Costa Rica,2020-03-22,134,107.0,107
Costa Rica,2020-03-25,201,67.0,67
Cote d'Ivoire,2020-03-07,0,0.0,0
Cote d'Ivoire,2020-03-20,9,9.0,9
Cote d'Ivoire,2020-03-08,0,-9.0,-9
Cote d'Ivoire,2020-03-15,1,1.0,1
Cote d'Ivoire,2020-03-13,1,0.0,0
Cote d'Ivoire,2020-03-01,0,-1.0,-1
Cote d'Ivoire,2020-03-27,101,101.0,101
Cote d'Ivoire,2020-03-10,0,-101.0,-101
Cote d'Ivoire,2020-03-18,6,6.0,6
Cote d'Ivoire,2020-03-24,73,67.0,67
Cote d'Ivoire,2020-03-05,0,-73.0,-73
Cote d'Ivoire,2020-03-12,1,1.0,1
Cote d'Ivoire,2020-03-21,14,13.0,13
Cote d'Ivoire,2020-03-03,0,-14.0,-14
Cote d'Ivoire,2020-03-23,25,25.0,25
Cote d'Ivoire,2020-03-16,1,-24.0,-24
Cote d'Ivoire,2020-03-26,96,95.0,95
Cote d'Ivoire,2020-03-06,0,-96.0,-96
Cote d'Ivoire,2020-03-14,1,1.0,1
Cote d'Ivoire,2020-03-09,0,-1.0,-1
Cote d'Ivoire,2020-03-04,0,0.0,0
Cote d'Ivoire,2020-03-19,9,9.0,9
Cote d'Ivoire,2020-03-17,5,-4.0,-4
Cote d'Ivoire,2020-03-25,80,75.0,75
Cote d'Ivoire,2020-03-02,0,-80.0,-80
Cote d'Ivoire,2020-03-22,14,14.0,14
Cote d'Ivoire,2020-03-11,1,-13.0,-13
Croatia,2020-03-15,49,0.0,0
Croatia,2020-03-11,19,-30.0,-30
Croatia,2020-03-24,382,363.0,363
Croatia,2020-03-05,10,-372.0,-372
Croatia,2020-03-03,9,-1.0,-1
Croatia,2020-03-22,254,245.0,245
Croatia,2020-03-12,19,-235.0,-235
Croatia,2020-03-20,128,109.0,109
Croatia,2020-03-21,206,78.0,78
Croatia,2020-03-10,14,-192.0,-192
Croatia,2020-03-07,12,-2.0,-2
Croatia,2020-03-02,7,-5.0,-5
Croatia,2020-03-23,315,308.0,308
Croatia,2020-03-13,32,-283.0,-283
Croatia,2020-03-09,12,-20.0,-20
Croatia,2020-03-17,65,53.0,53
Croatia,2020-03-14,38,-27.0,-27
Croatia,2020-03-01,7,-31.0,-31
Croatia,2020-03-08,12,5.0,5
Croatia,2020-03-04,10,-2.0,-2
Croatia,2020-03-19,105,95.0,95
Croatia,2020-03-06,11,-94.0,-94
Croatia,2020-03-25,442,431.0,431
Croatia,2020-03-26,495,53.0,53
Croatia,2020-03-18,81,-414.0,-414
Croatia,2020-03-16,57,-24.0,-24
Croatia,2020-03-27,586,529.0,529
Cuba,2020-03-01,0,0.0,0
Cuba,2020-03-14,4,4.0,4
Cuba,2020-03-21,21,17.0,17
Cuba,2020-03-08,0,-21.0,-21
Cuba,2020-03-18,7,7.0,7
Cuba,2020-03-12,3,-4.0,-4
Cuba,2020-03-23,40,37.0,37
Cuba,2020-03-06,0,-40.0,-40
Cuba,2020-03-19,11,11.0,11
Cuba,2020-03-03,0,-11.0,-11
Cuba,2020-03-16,4,4.0,4
Cuba,2020-03-09,0,-4.0,-4
Cuba,2020-03-25,57,57.0,57
Cuba,2020-03-04,0,-57.0,-57
Cuba,2020-03-17,5,5.0,5
Cuba,2020-03-13,4,-1.0,-1
Cuba,2020-03-05,0,-4.0,-4
Cuba,2020-03-02,0,0.0,0
Cuba,2020-03-24,48,48.0,48
Cuba,2020-03-22,35,-13.0,-13
Cuba,2020-03-10,0,-35.0,-35
Cuba,2020-03-26,67,67.0,67
Cuba,2020-03-07,0,-67.0,-67
Cuba,2020-03-11,0,0.0,0
Cuba,2020-03-20,16,16.0,16
Cuba,2020-03-27,80,64.0,64
Cuba,2020-03-15,4,-76.0,-76
Cyprus,2020-03-11,6,0.0,0
Cyprus,2020-03-25,132,126.0,126
Cyprus,2020-03-16,33,-99.0,-99
Cyprus,2020-03-14,26,-7.0,-7
Cyprus,2020-03-03,0,-26.0,-26
Cyprus,2020-03-07,0,0.0,0
Cyprus,2020-03-19,67,67.0,67
Cyprus,2020-03-23,116,49.0,49
Cyprus,2020-03-06,0,-116.0,-116
Cyprus,2020-03-08,0,0.0,0
Cyprus,2020-03-18,49,49.0,49
Cyprus,2020-03-01,0,-49.0,-49
Cyprus,2020-03-20,67,67.0,67
Cyprus,2020-03-09,2,-65.0,-65
Cyprus,2020-03-21,84,82.0,82
Cyprus,2020-03-05,0,-84.0,-84
Cyprus,2020-03-22,95,95.0,95
Cyprus,2020-03-15,26,-69.0,-69
Cyprus,2020-03-24,124,98.0,98
Cyprus,2020-03-17,46,-78.0,-78
Cyprus,2020-03-02,0,-46.0,-46
Cyprus,2020-03-04,0,0.0,0
Cyprus,2020-03-27,162,162.0,162
Cyprus,2020-03-12,6,-156.0,-156
Cyprus,2020-03-13,14,8.0,8
Cyprus,2020-03-10,3,-11.0,-11
Cyprus,2020-03-26,146,143.0,143
Czechia,2020-03-03,5,0.0,0
Czechia,2020-03-24,1394,1389.0,1389
Czechia,2020-03-12,94,-1300.0,-1300
Czechia,2020-03-23,1236,1142.0,1142
Czechia,2020-03-16,298,-938.0,-938
Czechia,2020-03-18,464,166.0,166
Czechia,2020-03-10,41,-423.0,-423
Czechia,2020-03-21,995,954.0,954
Czechia,2020-03-05,12,-983.0,-983
Czechia,2020-03-14,189,177.0,177
Czechia,2020-03-06,18,-171.0,-171
Czechia,2020-03-17,396,378.0,378
Czechia,2020-03-02,3,-393.0,-393
Czechia,2020-03-15,253,250.0,250
Czechia,2020-03-26,1925,1672.0,1672
Czechia,2020-03-11,91,-1834.0,-1834
Czechia,2020-03-13,141,50.0,50
Czechia,2020-03-04,8,-133.0,-133
Czechia,2020-03-25,1654,1646.0,1646
Czechia,2020-03-27,2279,625.0,625
Czechia,2020-03-07,19,-2260.0,-2260
Czechia,2020-03-09,31,12.0,12
Czechia,2020-03-20,833,802.0,802
Czechia,2020-03-01,3,-830.0,-830
Czechia,2020-03-08,31,28.0,28
Czechia,2020-03-19,694,663.0,663
Czechia,2020-03-22,1120,426.0,426
Denmark,2020-03-10,264,0.0,0
Denmark,2020-03-18,1116,852.0,852
Denmark,2020-03-11,444,-672.0,-672
Denmark,2020-03-15,875,431.0,431
Denmark,2020-03-13,804,-71.0,-71
Denmark,2020-03-12,617,-187.0,-187
Denmark,2020-03-16,933,316.0,316
Denmark,2020-03-09,92,-841.0,-841
Denmark,2020-03-20,1337,1245.0,1245
Denmark,2020-03-14,836,-501.0,-501
Denmark,2020-03-19,1225,389.0,389
Denmark,2020-03-17,1025,-200.0,-200
Denmark,2020-03-08,37,-988.0,-988
Denmark,2020-03-21,1420,1383.0,1383
Denmark,2020-03-22,1514,94.0,94
Denmark,2020-03-05,11,-1503.0,-1503
Denmark,2020-03-24,1718,1707.0,1707
Denmark,2020-03-23,1572,-146.0,-146
Denmark,2020-03-06,24,-1548.0,-1548
Denmark,2020-03-04,11,-13.0,-13
Denmark,2020-03-01,4,-7.0,-7
Denmark,2020-03-25,1862,1858.0,1858
Denmark,2020-03-02,4,-1858.0,-1858
Denmark,2020-03-27,2200,2196.0,2196
Denmark,2020-03-26,2023,-177.0,-177
Denmark,2020-03-03,6,-2017.0,-2017
Denmark,2020-03-07,24,18.0,18
Diamond Princess,2020-03-26,712,0.0,0
Diamond Princess,2020-03-24,712,0.0,0
Diamond Princess,2020-03-03,706,-6.0,-6
Diamond Princess,2020-03-05,706,0.0,0
Diamond Princess,2020-03-14,706,0.0,0
Diamond Princess,2020-03-01,705,-1.0,-1
Diamond Princess,2020-03-10,706,1.0,1
Diamond Princess,2020-03-22,712,6.0,6
Diamond Princess,2020-03-11,706,-6.0,-6
Diamond Princess,2020-03-13,706,0.0,0
Diamond Princess,2020-03-23,712,6.0,6
Diamond Princess,2020-03-06,706,-6.0,-6
Diamond Princess,2020-03-19,712,6.0,6
Diamond Princess,2020-03-09,706,-6.0,-6
Diamond Princess,2020-03-15,706,0.0,0
Diamond Princess,2020-03-02,705,-1.0,-1
Diamond Princess,2020-03-27,712,7.0,7
Diamond Princess,2020-03-20,712,0.0,0
Diamond Princess,2020-03-07,706,-6.0,-6
Diamond Princess,2020-03-08,706,0.0,0
Diamond Princess,2020-03-16,706,0.0,0
Diamond Princess,2020-03-21,712,6.0,6
Diamond Princess,2020-03-18,712,0.0,0
Diamond Princess,2020-03-17,706,-6.0,-6
Diamond Princess,2020-03-04,706,0.0,0
Diamond Princess,2020-03-25,712,6.0,6
Diamond Princess,2020-03-12,706,-6.0,-6
Djibouti,2020-03-05,0,0.0,0
Djibouti,2020-03-08,0,0.0,0
Djibouti,2020-03-25,11,11.0,11
Djibouti,2020-03-18,1,-10.0,-10
Djibouti,2020-03-10,0,-1.0,-1
Djibouti,2020-03-02,0,0.0,0
Djibouti,2020-03-23,3,3.0,3
Djibouti,2020-03-06,0,-3.0,-3
Djibouti,2020-03-19,1,1.0,1
Djibouti,2020-03-15,0,-1.0,-1
Djibouti,2020-03-09,0,0.0,0
Djibouti,2020-03-12,0,0.0,0
Djibouti,2020-03-27,12,12.0,12
Djibouti,2020-03-20,1,-11.0,-11
Djibouti,2020-03-07,0,-1.0,-1
Djibouti,2020-03-21,1,1.0,1
Djibouti,2020-03-22,1,0.0,0
Djibouti,2020-03-04,0,-1.0,-1
Djibouti,2020-03-24,3,3.0,3
Djibouti,2020-03-13,0,-3.0,-3
Djibouti,2020-03-17,0,0.0,0
Djibouti,2020-03-16,0,0.0,0
Djibouti,2020-03-26,11,11.0,11
Djibouti,2020-03-03,0,-11.0,-11
Djibouti,2020-03-11,0,0.0,0
